ID	logFC	Gene.symbol	Gene.title
206389_s_at	0.28566657	PDE3A	phosphodiesterase 3A
218891_at	-0.40047455	C10orf76	chromosome 10 open reading frame 76
205542_at	0.42247838	STEAP1	six transmembrane epithelial antigen of the prostate 1
205263_at	-0.64496233	BCL10	B-cell CLL/lymphoma 10
205181_at	0.48774564	ZSCAN9	zinc finger and SCAN domain containing 9
212377_s_at	0.28384214	NOTCH2	notch 2
218414_s_at	-0.40725611	NDE1	nudE neurodevelopment protein 1
204114_at	0.70177711	NID2	nidogen 2
216812_at	0.53704168		
205235_s_at	-0.48017598	KIF20B	kinesin family member 20B
205529_s_at	0.33227786	RUNX1T1	RUNX1 translocation partner 1
208244_at	0.34175315	BMP3	bone morphogenetic protein 3
215675_at	0.42604935	TEF	TEF, PAR bZIP transcription factor
209719_x_at	0.35034817	SERPINB3	serpin family B member 3
221552_at	0.32918191	ABHD6	abhydrolase domain containing 6
210239_at	-0.45893776	IRX5	iroquois homeobox 5
205712_at	0.33557207	PTPRD	protein tyrosine phosphatase, receptor type D
208758_at	-0.47728523	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
214769_at	0.39083828	CLCN4	chloride voltage-gated channel 4
217442_at	0.33430097	CADM3-AS1	CADM3 antisense RNA 1
220602_s_at	-0.34711279	LOC101929479///LOC727751///LOC642423///GOLGA2P7///GOLGA2P10	golgin subfamily A member 2///golgin A2 pseudogene///golgin A2 pseudogene///golgin A2 pseudogene 7///golgin A2 pseudogene 10
221149_at	0.30499016	C5AR2	complement component 5a receptor 2
212132_at	-0.42950254	LSM14A	LSM14A, mRNA processing body assembly factor
203731_s_at	-0.38654125	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
200775_s_at	-0.50147081	HNRNPK	heterogeneous nuclear ribonucleoprotein K
221386_at	0.30271429	OR3A2	olfactory receptor family 3 subfamily A member 2
212541_at	-0.50980701	FLAD1	flavin adenine dinucleotide synthetase 1
215215_s_at	0.32516248	LOC81691	exonuclease NEF-sp
213651_at	0.36850225	INPP5J	inositol polyphosphate-5-phosphatase J
211015_s_at	-0.47880319	HSPA4	heat shock protein family A (Hsp70) member 4
204561_x_at	0.25984209	APOC4-APOC2///APOC4///APOC2	APOC4-APOC2 readthrough (NMD candidate)///apolipoprotein C4///apolipoprotein C2
201268_at	-0.50100036	NME1-NME2///NME2	NME1-NME2 readthrough///NME/NM23 nucleoside diphosphate kinase 2
203658_at	0.40980736	SLC25A20	solute carrier family 25 member 20
212123_at	0.2717812	TCTN3	tectonic family member 3
201801_s_at	0.32413889	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)
207128_s_at	0.33517003	ZNF223	zinc finger protein 223
203447_at	-0.34123035	PSMD5	proteasome 26S subunit, non-ATPase 5
217680_x_at	0.39502045	SNORA70///RPL10	small nucleolar RNA, H/ACA box 70///ribosomal protein L10
216488_s_at	0.53612355	ATP11A	ATPase phospholipid transporting 11A
203308_x_at	0.35889577	HPS1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1
220933_s_at	-0.44892279	ZCCHC6	zinc finger CCHC-type containing 6
210824_at	0.37080949		
219993_at	0.35886668	SOX17	SRY-box 17
217307_at	0.46036213	ACO2	aconitase 2
220541_at	0.38712323	MMP26	matrix metallopeptidase 26
204483_at	0.45231192	ENO3	enolase 3
201485_s_at	-0.42789644	RCN2	reticulocalbin 2
203089_s_at	0.33023649	HTRA2	HtrA serine peptidase 2
219762_s_at	-0.75890982	RPL36	ribosomal protein L36
209026_x_at	0.29089987	TUBB	tubulin beta class I
203873_at	0.31463785	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
220182_at	0.4601019	SLC25A23	solute carrier family 25 member 23
219292_at	0.43380277	THAP1	THAP domain containing 1
216098_s_at	0.47824893	HTR7P1///HTR7	5-hydroxytryptamine receptor 7 pseudogene 1///5-hydroxytryptamine receptor 7
205451_at	0.43794567	FOXO4	forkhead box O4
219719_at	0.36938221	HIGD1B	HIG1 hypoxia inducible domain family member 1B
207244_x_at	0.4566912	CYP2A6	cytochrome P450 family 2 subfamily A member 6
203252_at	0.35370048	CDK2AP2	cyclin dependent kinase 2 associated protein 2
204049_s_at	0.42406207	PHACTR2	phosphatase and actin regulator 2
221435_x_at	0.38768649	HYI	hydroxypyruvate isomerase (putative)
213480_at	0.31453671	VAMP4	vesicle associated membrane protein 4
219674_s_at	0.4867162	HDLBP	high density lipoprotein binding protein
213214_x_at	-0.38838377	ACTG1///ACTB	actin gamma 1///actin beta
201754_at	-0.48332176	COX6C	cytochrome c oxidase subunit 6C
213921_at	0.32262869	SST	somatostatin
203264_s_at	0.32929073	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
208173_at	0.32525062	IFNB1	interferon beta 1
215322_at	0.27176261	LONRF1	LON peptidase N-terminal domain and ring finger 1
207383_s_at	0.4278665	RHBDL1	rhomboid like 1
218517_at	0.38449956	JADE1	jade family PHD finger 1
221140_s_at	0.34776447	GPR132	G protein-coupled receptor 132
44120_at	-0.45856095	ADCK2	aarF domain containing kinase 2
203551_s_at	0.37299966	COX11	COX11, cytochrome c oxidase copper chaperone
212157_at	0.27465008	SDC2	syndecan 2
216126_at	0.39647714	LINC00663	long intergenic non-protein coding RNA 663
213418_at	0.41436933	HSPA6	heat shock protein family A (Hsp70) member 6
202763_at	-0.38557124	CASP3	caspase 3
216588_at	0.46324333		
208642_s_at	-0.33895034	XRCC5	X-ray repair cross complementing 5
211245_x_at	0.41216288	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
202694_at	-0.54775884	STK17A	serine/threonine kinase 17a
221658_s_at	0.38570412	IL21R	interleukin 21 receptor
208413_at	0.44181843	RARB	retinoic acid receptor beta
212743_at	0.31997501	RCHY1	ring finger and CHY zinc finger domain containing 1
220337_at	-0.65077698	NGB	neuroglobin
217046_s_at	0.4606758	AGER	advanced glycosylation end-product specific receptor
204624_at	0.30119312	ATP7B	ATPase copper transporting beta
212924_s_at	0.3638008	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated
220304_s_at	0.36273643	CNGB3	cyclic nucleotide gated channel beta 3
211102_s_at	0.27314037	LILRA2	leukocyte immunoglobulin like receptor A2
221230_s_at	-0.35780529	ARID4B	AT-rich interaction domain 4B
201092_at	-0.31363263	RBBP7	RB binding protein 7, chromatin remodeling factor
201060_x_at	0.31310228	STOM	stomatin
214040_s_at	0.38149654	GSN	gelsolin
218726_at	-0.51071155	HJURP	Holliday junction recognition protein
208791_at	0.8273053	CLU	clusterin
217343_at	0.33999944		
211162_x_at	0.36787067	SCD	stearoyl-CoA desaturase
205388_at	0.30802238	TNNC2	troponin C2, fast skeletal type
215096_s_at	0.35761631	ESD	esterase D
57532_at	0.3003741	DVL2	dishevelled segment polarity protein 2
206685_at	-0.53949813	HCG4	HLA complex group 4 (non-protein coding)
210954_s_at	0.35817002	TSC22D2	TSC22 domain family member 2
216025_x_at	0.27975895	CYP2C9	cytochrome P450 family 2 subfamily C member 9
212115_at	-0.47862419	HN1L	hematological and neurological expressed 1 like
212622_at	-0.30944154	TMEM41B	transmembrane protein 41B
213422_s_at	0.46560978	MXRA8	matrix remodeling associated 8
200863_s_at	-0.35942441	RAB11A	RAB11A, member RAS oncogene family
203700_s_at	0.55772497	DIO2	deiodinase, iodothyronine, type II
220268_at	0.58120874	AAMDC	adipogenesis associated Mth938 domain containing
209245_s_at	0.39317462	KIF1C	kinesin family member 1C
219873_at	0.31108626	COLEC11	collectin subfamily member 11
209115_at	-0.36871858	UBA3	ubiquitin like modifier activating enzyme 3
214592_s_at	0.42322356	SNAPC5	small nuclear RNA activating complex polypeptide 5
204466_s_at	0.43378185	SNCA	synuclein alpha
202037_s_at	0.38401871	SFRP1	secreted frizzled related protein 1
221333_at	0.3714196	FOXP3	forkhead box P3
208556_at	0.32374585	GPR31	G protein-coupled receptor 31
212732_at	0.35030326	MEG3	maternally expressed 3 (non-protein coding)
212504_at	0.37743722	DIP2C	disco interacting protein 2 homolog C
214270_s_at	0.39544469	MAPRE3	microtubule associated protein RP/EB family member 3
207139_at	0.48497346	ATP4A	ATPase H+/K+ transporting alpha subunit
204266_s_at	-0.64420577	CHKA	choline kinase alpha
211230_s_at	0.2638551	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
203440_at	-0.50252761	CDH2	cadherin 2
205289_at	0.34205535	BMP2	bone morphogenetic protein 2
206002_at	0.49008485	ADGRG2	adhesion G protein-coupled receptor G2
213671_s_at	-0.34205528	MIR6758///MARS	microRNA 6758///methionyl-tRNA synthetase
216193_at	0.55177286		
208889_s_at	0.49430404	NCOR2	nuclear receptor corepressor 2
221220_s_at	0.38258899	SCYL2	SCY1 like pseudokinase 2
218830_at	-0.37039277	RPL26L1	ribosomal protein L26 like 1
218448_at	-0.29694074	GID8	GID complex subunit 8 homolog
213774_s_at	0.37754716	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2
202766_s_at	0.64429598	FBN1	fibrillin 1
207836_s_at	0.40001707	RBPMS	RNA binding protein with multiple splicing
201797_s_at	-0.71338691	VARS	valyl-tRNA synthetase
216671_x_at	0.38524006	MUC8	mucin 8
220802_at	0.47145788	KCNH4	potassium voltage-gated channel subfamily H member 4
219443_at	-0.5618385	TASP1	taspase 1
220668_s_at	-0.37524256	DNMT3B	DNA methyltransferase 3 beta
221789_x_at	0.43866481	RHOT2	ras homolog family member T2
221978_at	-0.47153728	HLA-F	major histocompatibility complex, class I, F
211083_s_at	0.45884218	MAP3K13	mitogen-activated protein kinase kinase kinase 13
208560_at	0.27022085	KCNA10	potassium voltage-gated channel subfamily A member 10
212809_at	-0.53768518	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein
214471_x_at	0.43094281	CGB1///LHB	chorionic gonadotropin beta subunit 1///luteinizing hormone beta polypeptide
202603_at	-0.30258712	ADAM10	ADAM metallopeptidase domain 10
210753_s_at	0.33886939	EPHB1	EPH receptor B1
203442_x_at	0.46062322	EML3	echinoderm microtubule associated protein like 3
202878_s_at	0.33545573	CD93	CD93 molecule
215728_s_at	0.32494703	ACOT7	acyl-CoA thioesterase 7
202472_at	0.3638663	MPI	mannose phosphate isomerase
220543_at	0.49114036	C21orf62	chromosome 21 open reading frame 62
218149_s_at	0.69998609	ZNF395	zinc finger protein 395
210752_s_at	0.43978321	MLX	MLX, MAX dimerization protein
200853_at	-0.42442199	H2AFZ	H2A histone family member Z
208095_s_at	-0.658508	SRP72	signal recognition particle 72
210053_at	-0.65710326	TAF5	TATA-box binding protein associated factor 5
218049_s_at	-0.64324086	MRPL13	mitochondrial ribosomal protein L13
202021_x_at	0.7018026	EIF1	eukaryotic translation initiation factor 1
210266_s_at	-0.46716763	TRIM33	tripartite motif containing 33
221380_at	0.31096441		
202335_s_at	0.49214102	UBE2B	ubiquitin conjugating enzyme E2 B
213493_at	0.59430616	SNED1	sushi, nidogen and EGF like domains 1
202413_s_at	-0.59756822	USP1	ubiquitin specific peptidase 1
221301_at	0.36432449	VWA7	von Willebrand factor A domain containing 7
204345_at	-0.70880687	COL16A1	collagen type XVI alpha 1 chain
209905_at	0.31645512	HOXA10-HOXA9///MIR196B///HOXA9	HOXA10-HOXA9 readthrough///microRNA 196b///homeobox A9
221540_x_at	-0.45171557	GTF2H2C_2///GTF2H2C///GTF2H2B///GTF2H2	GTF2H2 family member C, copy 2///GTF2H2 family member C///general transcription factor IIH subunit 2B (pseudogene)///general transcription factor IIH subunit 2
207412_x_at	0.30007429	CELP	carboxyl ester lipase pseudogene
202871_at	-0.54989056	TRAF4	TNF receptor associated factor 4
204440_at	0.53342221	CD83	CD83 molecule
204344_s_at	0.32196963	SEC23A	Sec23 homolog A, coat complex II component
201590_x_at	0.36166874	ANXA2	annexin A2
213066_at	0.34693258	RUSC2	RUN and SH3 domain containing 2
211434_s_at	0.40688836	CCRL2	C-C motif chemokine receptor like 2
213532_at	-0.48451513	ADAM17	ADAM metallopeptidase domain 17
220757_s_at	0.43579073	MIR4746///UBXN6	microRNA 4746///UBX domain protein 6
212995_x_at	-0.45682604	MZT2A///MZT2B///PHGDH	mitotic spindle organizing protein 2A///mitotic spindle organizing protein 2B///phosphoglycerate dehydrogenase
41047_at	0.30182985	C9orf16	chromosome 9 open reading frame 16
216719_s_at	0.43360402	RAB11FIP4	RAB11 family interacting protein 4
216826_at	0.36546751		
214739_at	0.48579737	LRCH3	leucine rich repeats and calponin homology domain containing 3
209265_s_at	-0.69910622	METTL3	methyltransferase like 3
206834_at	0.43490331	HBD	hemoglobin subunit delta
212659_s_at	0.36694234	IL1RN	interleukin 1 receptor antagonist
220072_at	-0.36520367	CSPP1	centrosome and spindle pole associated protein 1
200067_x_at	0.34021914	SNX3	sorting nexin 3
213032_at	0.36262639	NFIB	nuclear factor I B
204137_at	-0.58581227	GPR137B	G protein-coupled receptor 137B
217043_s_at	-0.48184893	MFN1	mitofusin 1
218608_at	-0.45974603	ATP13A2	ATPase 13A2
211960_s_at	0.52043214	RAB7A	RAB7A, member RAS oncogene family
200677_at	-0.34167521	PTTG1IP	pituitary tumor-transforming 1 interacting protein
209949_at	0.51379312	NCF2	neutrophil cytosolic factor 2
33850_at	0.48675646	MAP4	microtubule associated protein 4
202918_s_at	-0.67945964	HSPE1-MOB4///MOB4	HSPE1-MOB4 readthrough///MOB family member 4, phocein
210163_at	-0.78804048	CXCL11	C-X-C motif chemokine ligand 11
209132_s_at	-0.47663752	COMMD4	COMM domain containing 4
207986_x_at	-0.41156639	CYB561	cytochrome b561
202535_at	-0.39758867	FADD	Fas associated via death domain
207471_at	0.56446434	RARS2	arginyl-tRNA synthetase 2, mitochondrial
210651_s_at	0.34936735	EPHB2	EPH receptor B2
212867_at	-0.44005789	NCOA2	nuclear receptor coactivator 2
219855_at	-0.44163311	NUDT11	nudix hydrolase 11
206828_at	0.37504049	TXK	TXK tyrosine kinase
200846_s_at	-0.47586252	PPP1CA	protein phosphatase 1 catalytic subunit alpha
220625_s_at	-0.5950804	ELF5	E74 like ETS transcription factor 5
207730_x_at	-0.46085004		
204435_at	-0.54209291	NUP58	nucleoporin 58
203739_at	-0.45157088	ZNF217	zinc finger protein 217
214629_x_at	0.32982796	RTN4	reticulon 4
202734_at	0.39907517	TRIP10	thyroid hormone receptor interactor 10
218694_at	0.30943685	ARMCX1	armadillo repeat containing, X-linked 1
222365_at	0.57086852	TBCEL	tubulin folding cofactor E like
204687_at	0.30524163	PARM1	prostate androgen-regulated mucin-like protein 1
201589_at	-0.35993377	SMC1A	structural maintenance of chromosomes 1A
211312_s_at	0.29287625	WISP1	WNT1 inducible signaling pathway protein 1
210391_at	0.30598317	NR6A1	nuclear receptor subfamily 6 group A member 1
201503_at	-0.34075786	G3BP1	G3BP stress granule assembly factor 1
219401_at	-0.4054026	XYLT2	xylosyltransferase 2
212381_at	0.42791758	USP24	ubiquitin specific peptidase 24
215502_at	0.33671071		
201753_s_at	0.33855235	ADD3	adducin 3
218470_at	-0.43915235	YARS2	tyrosyl-tRNA synthetase 2
213887_s_at	0.64225105	POLR2E	RNA polymerase II subunit E
218408_at	0.35244913	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)
37986_at	0.49974585	EPOR	erythropoietin receptor
